*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=outregdisp_v2-groundfloor
*Date=20:17:08
*CreatedBy=Fritzing 0.9.1b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
439;;;5.7912;-78.6148;0;Bottom;Copper Fill75
440;;;67.9958;-67.134;0;Bottom;Copper Fill94
441;220;1206 [SMD];72.4466;-60.6658;0;Top;R42
442;;;9.0805;-98.5792;0;Bottom;Copper Fill233
443;;;6.2484;-73.8142;0;Bottom;Copper Fill88
444;220;1206 [SMD];22.2395;-43.8016;0;Top;R77
445;;;69.1388;-27.2306;0;Bottom;Copper Fill184
446;;;11.5824;-57.3423;0;Bottom;Copper Fill244
447;;THT;4.32054;-39.9209;0;Bottom;J57
448;;;61.0108;-89.3844;0;Bottom;Copper Fill7
449;;;54.589;-55.443;0;Bottom;Via361
450;;;86.9442;-16.8166;0;Bottom;Copper Fill208
451;;;35.6997;-32.6916;0;Bottom;Copper Fill254
452;;;19.1008;-84.8632;0;Bottom;Copper Fill70
453;;;61.4106;-9.81787;0;Bottom;Via407
454;220;1206 [SMD];72.3348;-78.6007;0;Top;R33
455;;;51.8414;-46.2679;0;Bottom;Copper Fill263
456;;;28.668;-24.2273;0;Bottom;Via439
457;;;11.5824;-16.7023;0;Bottom;Copper Fill252
458;;;13.2294;-65.2691;0;Bottom;Via471
459;;;25.7882;-60.3302;0;Bottom;Via457
460;;;69.1642;-6.8852;0;Bottom;Copper Fill224
461;;;98.3194;-67.4916;0;Bottom;Via350
462;;;17.907;-34.876;0;Bottom;Copper Fill166
463;;;31.5484;-16.9355;0;Bottom;Via447
464;;;63.1952;-48.8079;0;Bottom;Copper Fill273
465;;;86.5378;-34.0632;0;Bottom;Copper Fill171
466;;;60.3576;-25.1964;0;Bottom;Via392
467;;;76.581;-67.6166;0;Bottom;Copper Fill97
468;;;50.0634;-46.2679;0;Bottom;Copper Fill262
469;;THT;51.0119;-50.0291;0;Bottom;J47
470;;;75.6412;-91.8482;0;Bottom;Copper Fill59
471;;DIP8 [THT];41.9808;-91.9955;90;Bottom;555
472;;;11.5824;-37.0223;0;Bottom;Copper Fill248
473;;;75.7769;-57.9666;0;Bottom;Via365
474;;;19.3802;-70.69;0;Bottom;Copper Fill5
475;;;91.0336;-93.7532;0;Bottom;Copper Fill57
476;;;11.1125;-78.1576;0;Bottom;Copper Fill238
477;;;96.9376;-34.6266;0;Bottom;Via378
478;;;82.4384;-71.1037;0;Bottom;Via347
479;;;84.8614;-68.8612;0;Bottom;Copper Fill96
480;;;77.3644;-19.8667;0;Bottom;Via395
481;;;65.8876;-57.5074;0;Bottom;Copper Fill120
482;220;1206 [SMD];22.2395;-64.1216;0;Top;R64
483;;;64.0294;-13.5014;0;Bottom;Via467
484;;;26.7478;-46.2099;0;Bottom;Via448
485;;;51.8414;-51.3479;0;Bottom;Copper Fill278
486;;;25.7798;-89.4753;0;Bottom;Via312
487;220;1206 [SMD];72.4466;-40.3458;0;Top;R50
488;;;6.1976;-26.2654;0;Bottom;Copper Fill185
489;220;1206 [SMD];22.2395;-41.2616;0;Top;R75
490;;;98.2076;-12.8955;0;Bottom;Via401
491;220;1206 [SMD];22.2395;-33.6416;0;Top;R67
492;;;66.8869;-84.9541;0;Bottom;Via459
493;;;79.1972;-23.7254;0;Bottom;Copper Fill197
494;;;5.7404;-35.4856;0;Bottom;Copper Fill168
495;;;28.6457;-52.6749;0;Bottom;Via454
496;;;95.3501;-53.0415;0;Bottom;Via369
497;;THT;10.3719;-97.6541;-90;Bottom;J62
498;;;28.3972;-12.9304;0;Bottom;Copper Fill215
499;;;85.8266;-79.5038;0;Bottom;Copper Fill72
500;;;97.0494;-97.0191;0;Bottom;Hole32
501;;;68.6816;-17.3246;0;Bottom;Copper Fill202
502;;;62.6745;-10.0856;0;Bottom;Copper Fill264
503;;;64.77;-14.7338;0;Bottom;Copper Fill18
504;;;6.1976;-46.5854;0;Bottom;Copper Fill145
505;;;69.2404;-9.0442;0;Bottom;Copper Fill218
506;;;18.4658;-86.7682;0;Bottom;Copper Fill67
507;;;49.9364;-49.9636;0;Bottom;Copper Fill19
508;220;1206 [SMD];22.2395;-26.0216;0;Top;R80
509;220;1206 [SMD];22.2395;-84.4416;0;Top;R24
510;;;11.5824;-57.3423;0;Bottom;Copper Fill26
511;;;19.05;-17.5024;0;Bottom;Copper Fill205
512;220;1206 [SMD];22.2395;-23.4816;0;Top;R78
513;220;1206 [SMD];22.2395;-86.9816;0;Top;R25
514;;;85.2932;-13.7432;0;Bottom;Copper Fill211
515;;;90.3478;-89.1304;0;Bottom;Copper Fill65
516;;;11.5824;-16.7023;0;Bottom;Copper Fill30
517;;;75.7769;-37.6467;0;Bottom;Via374
518;;THT;4.32054;-80.5609;0;Bottom;J54
519;;;17.3921;-69.0791;0;Bottom;Via470
520;;;87.6808;-5.4882;0;Bottom;Copper Fill229
521;;;68.1736;-5.9708;0;Bottom;Copper Fill222
522;220;1206 [SMD];72.4466;-14.9458;0;Top;R56
523;;;53.7464;-34.1394;0;Bottom;Copper Fill173
524;;;50.8381;-92.6864;0;Bottom;Copper Fill43
525;;;54.589;-35.123;0;Bottom;Via390
526;;;77.302;-92.6832;0;Bottom;Via81
527;;;63.0936;-69.2803;0;Bottom;Copper Fill277
528;;;85.217;-25.8082;0;Bottom;Copper Fill191
529;;;25.7798;-69.1553;0;Bottom;Via422
530;;;77.8256;-29.9484;0;Bottom;Copper Fill176
531;;;68.1228;-46.6362;0;Bottom;Copper Fill140
532;;;12.9068;-27.1692;0;Bottom;Via478
533;;;32.5085;-14.5798;0;Bottom;Via437
534;;;54.4773;-75.9179;0;Bottom;Via332
535;;;49.7419;-76.0641;0;Bottom;Via486
536;;;6.52125;-4.28085;0;Bottom;TXT2
537;;;18.9992;-55.9834;0;Bottom;Copper Fill129
538;;;11.1553;-16.6451;0;Bottom;Via433
539;;;69.1642;-70.1058;0;Bottom;Copper Fill92
540;;THT;35.7719;-77.3341;0;Bottom;J59
541;;;75.946;-83.4916;0;Bottom;Copper Fill83
542;;;98.2076;-27.0066;0;Bottom;Via381
543;;;62.6237;-69.7756;0;Bottom;Copper Fill275
544;220;1206 [SMD];72.3348;-81.1407;0;Top;R34
545;;;30.5883;-19.3471;0;Bottom;Via445
546;;;33.4772;-47.3474;0;Bottom;Copper Fill146
547;;;12.319;-53.418;0;Bottom;Copper Fill126
548;;;30.5883;-35.9982;0;Bottom;Via444
549;;;27.7079;-43.5719;0;Bottom;Via434
550;;;72.9488;-88.1779;0;Bottom;Copper Fill279
551;;;75.8952;-34.0632;0;Bottom;Copper Fill174
552;;;90.17;-14.5306;0;Bottom;Copper Fill212
553;;;66.1416;-37.3652;0;Bottom;Copper Fill163
554;220;1206 [SMD];22.2395;-20.9416;0;Top;R76
555;;;96.9376;-54.9465;0;Bottom;Via370
